"AreaID","Counties","Cities","URL","Sex","Cancer","Years","PopTot","AAIR","LCI","UCI","White_PopTot","White_AAIR","White_LCI","White_UCI","Black_PopTot","Black_AAIR","Black_LCI","Black_UCI","Hispanic_PopTot","Hispanic_AAIR","Hispanic_LCI","Hispanic_UCI","Asian_PopTot","Asian_AAIR","Asian_LCI","Asian_UCI","QNSES","PopAll","PerRural","PerUninsured","PerForeignBorn","PerWhite","PerBlack","PerAsian","PerHispanic","PerDocVisit","PerFOBT","PerMammo","PerMenPrev","PerCervical","PerWomenPrev"
"001","Alameda","Livermore, Dublin, Berkeley, Hayward, Alameda, Newark, San Leandro, Oakland, Fremont, Pleasanton, Union City","https://www.californiahealthmaps.org?areatype=county&address=001","Both","Liver","05yr",8360006,9.4,8.8,10.0,2700740,7.0,6.2,7.9,936743,10.2,8.5,12.3,1858037,13.8,11.7,16.1,2836343,10.2,9.1,11.4,5,1668412,0.5,4.0,33.3,32.3,11.0,34.1,22.2,61.1,61.0,71.6,38.2,79.0,30.9
"001","Alameda","Livermore, Dublin, Berkeley, Hayward, Alameda, Newark, San Leandro, Oakland, Fremont, Pleasanton, Union City","https://www.californiahealthmaps.org?areatype=county&address=001","Male","Liver","05yr",4150512,13.6,12.5,14.8,1362043,9.6,8.2,11.1,453754,16.7,13.3,20.8,945230,19.4,15.8,23.6,1376430,15.3,13.3,17.6,5,1668412,0.5,4.0,33.3,32.3,11.0,34.1,22.2,61.1,61.0,71.6,38.2,79.0,30.9
"001","Alameda","Livermore, Dublin, Berkeley, Hayward, Alameda, Newark, San Leandro, Oakland, Fremont, Pleasanton, Union City","https://www.californiahealthmaps.org?areatype=county&address=001","Female","Liver","05yr",4209494,5.6,5.0,6.3,1338697,4.5,3.7,5.6,482989,5.1,3.6,7.2,912807,8.8,6.6,11.4,1459913,5.8,4.7,7.1,5,1668412,0.5,4.0,33.3,32.3,11.0,34.1,22.2,61.1,61.0,71.6,38.2,79.0,30.9
"001","Alameda","Livermore, Dublin, Berkeley, Hayward, Alameda, Newark, San Leandro, Oakland, Fremont, Pleasanton, Union City","https://www.californiahealthmaps.org?areatype=county&address=001","Both","Pancreas","05yr",8360006,12.2,11.5,13.0,2700740,12.9,11.8,14.2,936743,14.6,12.4,17.1,1858037,12.1,10.2,14.4,2836343,10.3,9.2,11.6,5,1668412,0.5,4.0,33.3,32.3,11.0,34.1,22.2,61.1,61.0,71.6,38.2,79.0,30.9
"001","Alameda","Livermore, Dublin, Berkeley, Hayward, Alameda, Newark, San Leandro, Oakland, Fremont, Pleasanton, Union City","https://www.californiahealthmaps.org?areatype=county&address=001","Male","Pancreas","05yr",4150512,13.8,12.7,15.0,1362043,15.2,13.5,17.2,453754,13.2,10.1,17.0,945230,14.9,11.6,18.8,1376430,11.2,9.5,13.2,5,1668412,0.5,4.0,33.3,32.3,11.0,34.1,22.2,61.1,61.0,71.6,38.2,79.0,30.9
"001","Alameda","Livermore, Dublin, Berkeley, Hayward, Alameda, Newark, San Leandro, Oakland, Fremont, Pleasanton, Union City","https://www.californiahealthmaps.org?areatype=county&address=001","Female","Pancreas","05yr",4209494,11.0,10.1,12.0,1338697,11.1,9.7,12.7,482989,15.8,12.7,19.3,912807,10.0,7.7,12.9,1459913,9.7,8.2,11.3,5,1668412,0.5,4.0,33.3,32.3,11.0,34.1,22.2,61.1,61.0,71.6,38.2,79.0,30.9
"001","Alameda","Livermore, Dublin, Berkeley, Hayward, Alameda, Newark, San Leandro, Oakland, Fremont, Pleasanton, Union City","https://www.californiahealthmaps.org?areatype=county&address=001","Both","AllSite","05yr",8360006,372.4,368.5,376.4,2700740,430.8,424.0,437.7,936743,408.1,396.1,420.4,1858037,313.0,303.0,323.1,2836343,287.6,281.5,293.8,5,1668412,0.5,4.0,33.3,32.3,11.0,34.1,22.2,61.1,61.0,71.6,38.2,79.0,30.9
"001","Alameda","Livermore, Dublin, Berkeley, Hayward, Alameda, Newark, San Leandro, Oakland, Fremont, Pleasanton, Union City","https://www.californiahealthmaps.org?areatype=county&address=001","Male","AllSite","05yr",4150512,385.9,379.9,392.0,1362043,450.3,440.3,460.4,453754,448.9,430.0,468.5,945230,320.2,304.7,336.2,1376430,271.2,262.2,280.3,5,1668412,0.5,4.0,33.3,32.3,11.0,34.1,22.2,61.1,61.0,71.6,38.2,79.0,30.9
"001","Alameda","Livermore, Dublin, Berkeley, Hayward, Alameda, Newark, San Leandro, Oakland, Fremont, Pleasanton, Union City","https://www.californiahealthmaps.org?areatype=county&address=001","Female","AllSite","05yr",4209494,369.7,364.3,375.2,1338697,424.9,415.4,434.7,482989,380.0,364.2,396.4,912807,316.5,303.2,330.2,1459913,308.0,299.5,316.8,5,1668412,0.5,4.0,33.3,32.3,11.0,34.1,22.2,61.1,61.0,71.6,38.2,79.0,30.9
"001","Alameda","Livermore, Dublin, Berkeley, Hayward, Alameda, Newark, San Leandro, Oakland, Fremont, Pleasanton, Union City","https://www.californiahealthmaps.org?areatype=county&address=001","Both","Prostate","10yr",16420930,43.4,42.4,44.4,5482373,45.9,44.4,47.4,1917219,68.1,64.8,71.6,3664343,37.4,34.9,40.1,5300125,25.7,24.4,27.1,5,1668412,0.5,4.0,33.3,32.3,11.0,34.1,22.2,61.1,61.0,71.6,38.2,79.0,30.9
"001","Alameda","Livermore, Dublin, Berkeley, Hayward, Alameda, Newark, San Leandro, Oakland, Fremont, Pleasanton, Union City","https://www.californiahealthmaps.org?areatype=county&address=001","Male","Prostate","10yr",8118567,94.4,92.3,96.5,2750008,97.0,93.9,100.3,918179,153.2,145.6,161.1,1862988,82.9,77.1,89.0,2561093,57.5,54.4,60.6,5,1668412,0.5,4.0,33.3,32.3,11.0,34.1,22.2,61.1,61.0,71.6,38.2,79.0,30.9
"001","Alameda","Livermore, Dublin, Berkeley, Hayward, Alameda, Newark, San Leandro, Oakland, Fremont, Pleasanton, Union City","https://www.californiahealthmaps.org?areatype=county&address=001","Female","Prostate","10yr",8302363,"","","",2732365,"","","",999040,"","","",1801355,"","","",2739032,"","","",5,1668412,0.5,4.0,33.3,32.3,11.0,34.1,22.2,61.1,61.0,71.6,38.2,79.0,30.9
"001","Alameda","Livermore, Dublin, Berkeley, Hayward, Alameda, Newark, San Leandro, Oakland, Fremont, Pleasanton, Union City","https://www.californiahealthmaps.org?areatype=county&address=001","Both","Breast","10yr",16420930,65.5,64.3,66.7,5482373,73.7,71.7,75.8,1917219,69.4,65.8,73.1,3664343,48.8,46.1,51.7,5300125,58.9,56.9,61.0,5,1668412,0.5,4.0,33.3,32.3,11.0,34.1,22.2,61.1,61.0,71.6,38.2,79.0,30.9
"001","Alameda","Livermore, Dublin, Berkeley, Hayward, Alameda, Newark, San Leandro, Oakland, Fremont, Pleasanton, Union City","https://www.californiahealthmaps.org?areatype=county&address=001","Male","Breast","10yr",8118567,1.1,0.9,1.3,2750008,1.2,0.8,1.6,918179,1.7,0.9,2.9,1862988,"","","",2561093,0.7,0.4,1.1,5,1668412,0.5,4.0,33.3,32.3,11.0,34.1,22.2,61.1,61.0,71.6,38.2,79.0,30.9
"001","Alameda","Livermore, Dublin, Berkeley, Hayward, Alameda, Newark, San Leandro, Oakland, Fremont, Pleasanton, Union City","https://www.californiahealthmaps.org?areatype=county&address=001","Female","Breast","10yr",8302363,123.7,121.4,126.0,2732365,142.7,138.7,146.7,999040,125.0,118.6,131.7,1801355,92.7,87.6,98.1,2739032,109.6,105.9,113.5,5,1668412,0.5,4.0,33.3,32.3,11.0,34.1,22.2,61.1,61.0,71.6,38.2,79.0,30.9
"001","Alameda","Livermore, Dublin, Berkeley, Hayward, Alameda, Newark, San Leandro, Oakland, Fremont, Pleasanton, Union City","https://www.californiahealthmaps.org?areatype=county&address=001","Both","Lung","10yr",16420930,38.5,37.6,39.5,5482373,39.6,38.1,41.0,1917219,54.9,51.7,58.2,3664343,27.6,25.2,30.0,5300125,34.1,32.6,35.8,5,1668412,0.5,4.0,33.3,32.3,11.0,34.1,22.2,61.1,61.0,71.6,38.2,79.0,30.9
"001","Alameda","Livermore, Dublin, Berkeley, Hayward, Alameda, Newark, San Leandro, Oakland, Fremont, Pleasanton, Union City","https://www.californiahealthmaps.org?areatype=county&address=001","Male","Lung","10yr",8118567,42.5,41.0,44.0,2750008,40.5,38.4,42.8,918179,62.5,57.3,68.2,1862988,29.1,25.4,33.1,2561093,42.8,40.1,45.7,5,1668412,0.5,4.0,33.3,32.3,11.0,34.1,22.2,61.1,61.0,71.6,38.2,79.0,30.9
"001","Alameda","Livermore, Dublin, Berkeley, Hayward, Alameda, Newark, San Leandro, Oakland, Fremont, Pleasanton, Union City","https://www.californiahealthmaps.org?areatype=county&address=001","Female","Lung","10yr",8302363,35.8,34.6,37.0,2732365,39.0,37.1,41.0,999040,49.9,46.0,54.1,1801355,27.0,24.1,30.2,2739032,27.7,25.8,29.7,5,1668412,0.5,4.0,33.3,32.3,11.0,34.1,22.2,61.1,61.0,71.6,38.2,79.0,30.9
"001","Alameda","Livermore, Dublin, Berkeley, Hayward, Alameda, Newark, San Leandro, Oakland, Fremont, Pleasanton, Union City","https://www.californiahealthmaps.org?areatype=county&address=001","Both","CRC","10yr",16420930,32.6,31.8,33.5,5482373,33.6,32.2,35.0,1917219,41.2,38.4,44.1,3664343,30.1,27.8,32.5,5300125,28.2,26.8,29.7,5,1668412,0.5,4.0,33.3,32.3,11.0,34.1,22.2,61.1,61.0,71.6,38.2,79.0,30.9
"001","Alameda","Livermore, Dublin, Berkeley, Hayward, Alameda, Newark, San Leandro, Oakland, Fremont, Pleasanton, Union City","https://www.californiahealthmaps.org?areatype=county&address=001","Male","CRC","10yr",8118567,36.9,35.5,38.3,2750008,38.2,36.1,40.4,918179,45.8,41.5,50.6,1862988,34.3,30.7,38.2,2561093,31.7,29.4,34.0,5,1668412,0.5,4.0,33.3,32.3,11.0,34.1,22.2,61.1,61.0,71.6,38.2,79.0,30.9
"001","Alameda","Livermore, Dublin, Berkeley, Hayward, Alameda, Newark, San Leandro, Oakland, Fremont, Pleasanton, Union City","https://www.californiahealthmaps.org?areatype=county&address=001","Female","CRC","10yr",8302363,29.0,27.9,30.1,2732365,29.4,27.7,31.2,999040,37.3,33.8,41.0,1801355,26.6,23.8,29.7,2739032,25.4,23.6,27.3,5,1668412,0.5,4.0,33.3,32.3,11.0,34.1,22.2,61.1,61.0,71.6,38.2,79.0,30.9
"001","Alameda","Livermore, Dublin, Berkeley, Hayward, Alameda, Newark, San Leandro, Oakland, Fremont, Pleasanton, Union City","https://www.californiahealthmaps.org?areatype=county&address=001","Both","Mela","10yr",16420930,19.2,18.6,19.9,5482373,40.6,39.2,42.2,1917219,1.2,0.7,1.8,3664343,5.2,4.3,6.2,5300125,1.0,0.8,1.4,5,1668412,0.5,4.0,33.3,32.3,11.0,34.1,22.2,61.1,61.0,71.6,38.2,79.0,30.9
"001","Alameda","Livermore, Dublin, Berkeley, Hayward, Alameda, Newark, San Leandro, Oakland, Fremont, Pleasanton, Union City","https://www.californiahealthmaps.org?areatype=county&address=001","Male","Mela","10yr",8118567,25.1,24.0,26.3,2750008,51.3,48.9,53.8,918179,"","","",1862988,4.8,3.5,6.4,2561093,1.2,0.8,1.7,5,1668412,0.5,4.0,33.3,32.3,11.0,34.1,22.2,61.1,61.0,71.6,38.2,79.0,30.9
"001","Alameda","Livermore, Dublin, Berkeley, Hayward, Alameda, Newark, San Leandro, Oakland, Fremont, Pleasanton, Union City","https://www.californiahealthmaps.org?areatype=county&address=001","Female","Mela","10yr",8302363,14.8,14.0,15.6,2732365,32.5,30.6,34.5,999040,"","","",1801355,5.7,4.5,7.2,2739032,1.0,0.6,1.4,5,1668412,0.5,4.0,33.3,32.3,11.0,34.1,22.2,61.1,61.0,71.6,38.2,79.0,30.9
"001","Alameda","Livermore, Dublin, Berkeley, Hayward, Alameda, Newark, San Leandro, Oakland, Fremont, Pleasanton, Union City","https://www.californiahealthmaps.org?areatype=county&address=001","Both","Corpus and Uterus NOS","10yr",16420930,14.3,13.7,14.9,5482373,15.4,14.5,16.3,1917219,16.8,15.1,18.6,3664343,14.2,12.7,15.8,5300125,12.1,11.2,13.0,5,1668412,0.5,4.0,33.3,32.3,11.0,34.1,22.2,61.1,61.0,71.6,38.2,79.0,30.9
"001","Alameda","Livermore, Dublin, Berkeley, Hayward, Alameda, Newark, San Leandro, Oakland, Fremont, Pleasanton, Union City","https://www.californiahealthmaps.org?areatype=county&address=001","Male","Corpus and Uterus NOS","10yr",8118567,"","","",2750008,"","","",918179,"","","",1862988,"","","",2561093,"","","",5,1668412,0.5,4.0,33.3,32.3,11.0,34.1,22.2,61.1,61.0,71.6,38.2,79.0,30.9
